OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Valby - Gl. Valby;Før 1850;Antal bygninger;2004;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2005;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2006;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2007;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2008;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2009;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2010;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2011;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2012;5
Valby - Gl. Valby;Før 1850;Antal bygninger;2013;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2014;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2015;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2016;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2017;4
Valby - Gl. Valby;Før 1850;Antal bygninger;2018;62
Valby - Gl. Valby;Før 1850;Antal bygninger;2019;66
Valby - Gl. Valby;Før 1850;Antal bygninger;2020;69
Valby - Gl. Valby;Før 1850;Antal bygninger;2021;66
Valby - Gl. Valby;Før 1850;Antal bygninger;2022;67
Valby - Gl. Valby;Før 1850;Antal bygninger;2023;66
Valby - Syd;Før 1850;Antal bygninger;1991;1
Valby - Syd;Før 1850;Antal bygninger;1992;1
Valby - Syd;Før 1850;Antal bygninger;1995;1
Valby - Syd;Før 1850;Antal bygninger;1996;1
Valby - Syd;Før 1850;Antal bygninger;1997;1
Valby - Syd;Før 1850;Antal bygninger;2001;1
Valby - Syd;Før 1850;Antal bygninger;2002;1
Valby - Syd;Før 1850;Antal bygninger;2003;1
Valby - Syd;Før 1850;Antal bygninger;2004;1
Valby - Syd;Før 1850;Antal bygninger;2005;1
Valby - Syd;Før 1850;Antal bygninger;2006;1
Valby - Syd;Før 1850;Antal bygninger;2007;1
Valby - Syd;Før 1850;Antal bygninger;2008;1
Valby - Syd;Før 1850;Antal bygninger;2009;1
Valby - Syd;Før 1850;Antal bygninger;2010;1
Valby - Syd;Før 1850;Antal bygninger;2011;1
Valby - Syd;Før 1850;Antal bygninger;2012;1
Valby - Syd;Før 1850;Antal bygninger;2013;1
Valby - Syd;Før 1850;Antal bygninger;2014;1
Valby - Syd;Før 1850;Antal bygninger;2015;1
Valby - Syd;Før 1850;Antal bygninger;2016;1
Valby - Syd;Før 1850;Antal bygninger;2017;1
Valby - Syd;Før 1850;Antal bygninger;2018;186
Valby - Syd;Før 1850;Antal bygninger;2019;197
Valby - Syd;Før 1850;Antal bygninger;2020;200
Valby - Syd;Før 1850;Antal bygninger;2021;192
Valby - Syd;Før 1850;Antal bygninger;2022;195
Valby - Syd;Før 1850;Antal bygninger;2023;190
Valby - Ålholm;Før 1850;Antal bygninger;1991;0
Valby - Ålholm;Før 1850;Antal bygninger;1992;0
Valby - Ålholm;Før 1850;Antal bygninger;1995;0
Valby - Ålholm;Før 1850;Antal bygninger;1996;0
Valby - Ålholm;Før 1850;Antal bygninger;1997;0
Valby - Ålholm;Før 1850;Antal bygninger;2001;0
Valby - Ålholm;Før 1850;Antal bygninger;2002;0
Valby - Ålholm;Før 1850;Antal bygninger;2003;0
Valby - Ålholm;Før 1850;Antal bygninger;2004;0
Valby - Ålholm;Før 1850;Antal bygninger;2005;0
Valby - Ålholm;Før 1850;Antal bygninger;2006;0
Valby - Ålholm;Før 1850;Antal bygninger;2007;0
Valby - Ålholm;Før 1850;Antal bygninger;2008;0
Valby - Ålholm;Før 1850;Antal bygninger;2009;0
Valby - Ålholm;Før 1850;Antal bygninger;2010;0
Valby - Ålholm;Før 1850;Antal bygninger;2011;0
Valby - Ålholm;Før 1850;Antal bygninger;2012;0
Valby - Ålholm;Før 1850;Antal bygninger;2013;0
Valby - Ålholm;Før 1850;Antal bygninger;2014;0
Valby - Ålholm;Før 1850;Antal bygninger;2015;0
Valby - Ålholm;Før 1850;Antal bygninger;2016;0
Valby - Ålholm;Før 1850;Antal bygninger;2017;0
Valby - Ålholm;Før 1850;Antal bygninger;2018;230
Valby - Ålholm;Før 1850;Antal bygninger;2019;232
Valby - Ålholm;Før 1850;Antal bygninger;2020;232
Valby - Ålholm;Før 1850;Antal bygninger;2021;231
Valby - Ålholm;Før 1850;Antal bygninger;2022;227
Valby - Ålholm;Før 1850;Antal bygninger;2023;221
Valby - Valby Sydvest;Før 1850;Antal bygninger;1991;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;1992;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;1995;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;1996;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;1997;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2001;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2002;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2003;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2004;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2005;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2006;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2007;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2008;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2009;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2010;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2011;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2012;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2013;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2014;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2015;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2016;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2017;0
Valby - Valby Sydvest;Før 1850;Antal bygninger;2018;62
Valby - Valby Sydvest;Før 1850;Antal bygninger;2019;66
Valby - Valby Sydvest;Før 1850;Antal bygninger;2020;66
Valby - Valby Sydvest;Før 1850;Antal bygninger;2021;66
Valby - Valby Sydvest;Før 1850;Antal bygninger;2022;65
Valby - Valby Sydvest;Før 1850;Antal bygninger;2023;66
Valby - Vigerslev;Før 1850;Antal bygninger;1991;2
Valby - Vigerslev;Før 1850;Antal bygninger;1992;2
Valby - Vigerslev;Før 1850;Antal bygninger;1995;2
Valby - Vigerslev;Før 1850;Antal bygninger;1996;2
Valby - Vigerslev;Før 1850;Antal bygninger;1997;2
Valby - Vigerslev;Før 1850;Antal bygninger;2001;2
Valby - Vigerslev;Før 1850;Antal bygninger;2002;2
Valby - Vigerslev;Før 1850;Antal bygninger;2003;2
Valby - Vigerslev;Før 1850;Antal bygninger;2004;2
Valby - Vigerslev;Før 1850;Antal bygninger;2005;2
Valby - Vigerslev;Før 1850;Antal bygninger;2006;2
Valby - Vigerslev;Før 1850;Antal bygninger;2007;2
Valby - Vigerslev;Før 1850;Antal bygninger;2008;2
Valby - Vigerslev;Før 1850;Antal bygninger;2009;2
Valby - Vigerslev;Før 1850;Antal bygninger;2010;2
Valby - Vigerslev;Før 1850;Antal bygninger;2011;2
Valby - Vigerslev;Før 1850;Antal bygninger;2012;2
Valby - Vigerslev;Før 1850;Antal bygninger;2013;2
Valby - Vigerslev;Før 1850;Antal bygninger;2014;2
Valby - Vigerslev;Før 1850;Antal bygninger;2015;2
Valby - Vigerslev;Før 1850;Antal bygninger;2016;2
Valby - Vigerslev;Før 1850;Antal bygninger;2017;1
Valby - Vigerslev;Før 1850;Antal bygninger;2018;42
Valby - Vigerslev;Før 1850;Antal bygninger;2019;52
Valby - Vigerslev;Før 1850;Antal bygninger;2020;52
Valby - Vigerslev;Før 1850;Antal bygninger;2021;52
Valby - Vigerslev;Før 1850;Antal bygninger;2022;53
Valby - Vigerslev;Før 1850;Antal bygninger;2023;49
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;1991;6
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;1992;6
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;1995;6
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;1996;6
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;1997;6
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2001;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2002;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2003;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2004;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2005;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2006;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2007;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2008;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2009;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2010;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2011;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2012;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2013;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2014;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2015;5
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2016;4
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2017;4
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2018;777
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2019;782
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2020;775
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2021;767
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2022;760
Vanløse - Jyllingevej Kvarter;Før 1850;Antal bygninger;2023;749
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;1991;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;1992;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;1995;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;1996;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;1997;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2001;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2002;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2003;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2004;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2005;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2006;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2007;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2008;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2009;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2010;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2011;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2012;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2013;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2014;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2015;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2016;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2017;1
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2018;195
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2019;196
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2020;195
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2021;192
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2022;192
Vanløse - Jernbane Allé Kvarter;Før 1850;Antal bygninger;2023;191
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;1991;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;1992;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;1995;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;1996;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;1997;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2001;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2002;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2003;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2004;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2005;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2006;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2007;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2008;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2009;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2010;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2011;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2012;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2013;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2014;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2015;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2016;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2017;0
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2018;199
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2019;200
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2020;196
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2021;194
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2022;192
Vanløse - Sallingvej Kvarter;Før 1850;Antal bygninger;2023;194
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;1991;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;1992;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;1995;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;1996;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;1997;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2001;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2002;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2003;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2004;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2005;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2006;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2007;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2008;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2009;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2010;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2011;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2012;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2013;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2014;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2015;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2016;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2017;0
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2018;150
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2019;151
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2020;151
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2021;151
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2022;150
Vanløse - Grøndals Park Kvarter;Før 1850;Antal bygninger;2023;150
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;1991;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;1992;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;1995;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;1996;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;1997;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2001;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2002;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2003;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2004;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2005;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2006;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2007;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2008;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2009;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2010;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2011;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2012;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2013;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2014;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2015;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2016;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2017;0
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2018;1032
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2019;1027
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2020;1027
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2021;1015
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2022;1002
Brønshøj-Husum - Husum;Før 1850;Antal bygninger;2023;983
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;1991;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;1992;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;1995;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;1996;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;1997;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2001;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2002;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2003;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2004;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2005;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2006;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2007;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2008;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2009;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2010;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2011;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2012;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2013;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2014;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2015;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2016;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2017;0
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2018;73
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2019;76
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2020;80
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2021;78
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2022;76
Brønshøj-Husum - Husum Nord;Før 1850;Antal bygninger;2023;73
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;1991;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;1992;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;1995;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;1996;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;1997;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2001;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2002;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2003;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2004;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2005;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2006;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2007;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2008;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2009;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2010;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2011;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2012;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2013;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2014;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2015;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2016;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2017;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2018;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2019;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2020;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2021;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2022;0
Brønshøj-Husum - Tingbjerg;Før 1850;Antal bygninger;2023;0
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;1991;2
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;1992;2
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;1995;2
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;1996;2
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;1997;2
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2001;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2002;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2003;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2004;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2005;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2006;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2007;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2008;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2009;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2010;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2011;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2012;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2013;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2014;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2015;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2016;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2017;3
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2018;482
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2019;481
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2020;478
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2021;477
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2022;479
Brønshøj-Husum - Brønshøj;Før 1850;Antal bygninger;2023;463
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;1991;0
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;1992;0
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;1995;0
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;1996;0
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;1997;0
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2001;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2002;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2003;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2004;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2005;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2006;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2007;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2008;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2009;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2010;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2011;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2012;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2013;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2014;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2015;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2016;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2017;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2018;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2019;1
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2020;2
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2021;2
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2022;2
Brønshøj-Husum - Bellahøj;Før 1850;Antal bygninger;2023;2
Bispebjerg - Emdrup;Før 1850;Antal bygninger;1991;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;1992;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;1995;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;1996;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;1997;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2001;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2002;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2003;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2004;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2005;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2006;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2007;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2008;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2009;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2010;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2011;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2012;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2013;0
Bispebjerg - Emdrup;Før 1850;Antal bygninger;2014;0
