OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
København i alt;Før 1850;Antal bygninger;1991;1653
København i alt;Før 1850;Antal bygninger;1992;1652
København i alt;Før 1850;Antal bygninger;1995;1654
København i alt;Før 1850;Antal bygninger;1996;1649
København i alt;Før 1850;Antal bygninger;1997;1649
København i alt;Før 1850;Antal bygninger;2001;1653
København i alt;Før 1850;Antal bygninger;2002;1653
København i alt;Før 1850;Antal bygninger;2003;1638
København i alt;Før 1850;Antal bygninger;2004;1635
København i alt;Før 1850;Antal bygninger;2005;1633
København i alt;Før 1850;Antal bygninger;2006;1646
København i alt;Før 1850;Antal bygninger;2007;1645
København i alt;Før 1850;Antal bygninger;2008;1661
København i alt;Før 1850;Antal bygninger;2009;1662
København i alt;Før 1850;Antal bygninger;2010;1661
København i alt;Før 1850;Antal bygninger;2011;1665
København i alt;Før 1850;Antal bygninger;2012;1568
København i alt;Før 1850;Antal bygninger;2013;1614
København i alt;Før 1850;Antal bygninger;2014;1671
København i alt;Før 1850;Antal bygninger;2015;1682
København i alt;Før 1850;Antal bygninger;2016;1670
København i alt;Før 1850;Antal bygninger;2017;1679
København i alt;Før 1850;Antal bygninger;2018;6042
København i alt;Før 1850;Antal bygninger;2019;6161
København i alt;Før 1850;Antal bygninger;2020;6196
København i alt;Før 1850;Antal bygninger;2021;6183
København i alt;Før 1850;Antal bygninger;2022;6194
København i alt;Før 1850;Antal bygninger;2023;6145
Bydel - Indre By;Før 1850;Antal bygninger;1991;1609
Bydel - Indre By;Før 1850;Antal bygninger;1992;1610
Bydel - Indre By;Før 1850;Antal bygninger;1995;1612
Bydel - Indre By;Før 1850;Antal bygninger;1996;1604
Bydel - Indre By;Før 1850;Antal bygninger;1997;1603
Bydel - Indre By;Før 1850;Antal bygninger;2001;1607
Bydel - Indre By;Før 1850;Antal bygninger;2002;1606
Bydel - Indre By;Før 1850;Antal bygninger;2003;1591
Bydel - Indre By;Før 1850;Antal bygninger;2004;1588
Bydel - Indre By;Før 1850;Antal bygninger;2005;1586
Bydel - Indre By;Før 1850;Antal bygninger;2006;1600
Bydel - Indre By;Før 1850;Antal bygninger;2007;1599
Bydel - Indre By;Før 1850;Antal bygninger;2008;1615
Bydel - Indre By;Før 1850;Antal bygninger;2009;1617
Bydel - Indre By;Før 1850;Antal bygninger;2010;1616
Bydel - Indre By;Før 1850;Antal bygninger;2011;1620
Bydel - Indre By;Før 1850;Antal bygninger;2012;1525
Bydel - Indre By;Før 1850;Antal bygninger;2013;1573
Bydel - Indre By;Før 1850;Antal bygninger;2014;1630
Bydel - Indre By;Før 1850;Antal bygninger;2015;1641
Bydel - Indre By;Før 1850;Antal bygninger;2016;1631
Bydel - Indre By;Før 1850;Antal bygninger;2017;1641
Bydel - Indre By;Før 1850;Antal bygninger;2018;1628
Bydel - Indre By;Før 1850;Antal bygninger;2019;1633
Bydel - Indre By;Før 1850;Antal bygninger;2020;1640
Bydel - Indre By;Før 1850;Antal bygninger;2021;1642
Bydel - Indre By;Før 1850;Antal bygninger;2022;1641
Bydel - Indre By;Før 1850;Antal bygninger;2023;1642
Bydel - Østerbro;Før 1850;Antal bygninger;1991;3
Bydel - Østerbro;Før 1850;Antal bygninger;1992;3
Bydel - Østerbro;Før 1850;Antal bygninger;1995;2
Bydel - Østerbro;Før 1850;Antal bygninger;1996;3
Bydel - Østerbro;Før 1850;Antal bygninger;1997;3
Bydel - Østerbro;Før 1850;Antal bygninger;2001;3
Bydel - Østerbro;Før 1850;Antal bygninger;2002;3
Bydel - Østerbro;Før 1850;Antal bygninger;2003;3
Bydel - Østerbro;Før 1850;Antal bygninger;2004;3
Bydel - Østerbro;Før 1850;Antal bygninger;2005;3
Bydel - Østerbro;Før 1850;Antal bygninger;2006;3
Bydel - Østerbro;Før 1850;Antal bygninger;2007;3
Bydel - Østerbro;Før 1850;Antal bygninger;2008;3
Bydel - Østerbro;Før 1850;Antal bygninger;2009;3
Bydel - Østerbro;Før 1850;Antal bygninger;2010;3
Bydel - Østerbro;Før 1850;Antal bygninger;2011;3
Bydel - Østerbro;Før 1850;Antal bygninger;2012;3
Bydel - Østerbro;Før 1850;Antal bygninger;2013;3
Bydel - Østerbro;Før 1850;Antal bygninger;2014;3
Bydel - Østerbro;Før 1850;Antal bygninger;2015;3
Bydel - Østerbro;Før 1850;Antal bygninger;2016;3
Bydel - Østerbro;Før 1850;Antal bygninger;2017;3
Bydel - Østerbro;Før 1850;Antal bygninger;2018;101
Bydel - Østerbro;Før 1850;Antal bygninger;2019;111
Bydel - Østerbro;Før 1850;Antal bygninger;2020;112
Bydel - Østerbro;Før 1850;Antal bygninger;2021;115
Bydel - Østerbro;Før 1850;Antal bygninger;2022;115
Bydel - Østerbro;Før 1850;Antal bygninger;2023;115
Bydel - Nørrebro;Før 1850;Antal bygninger;1991;12
Bydel - Nørrebro;Før 1850;Antal bygninger;1992;10
Bydel - Nørrebro;Før 1850;Antal bygninger;1995;10
Bydel - Nørrebro;Før 1850;Antal bygninger;1996;10
Bydel - Nørrebro;Før 1850;Antal bygninger;1997;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2001;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2002;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2003;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2004;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2005;10
Bydel - Nørrebro;Før 1850;Antal bygninger;2006;9
Bydel - Nørrebro;Før 1850;Antal bygninger;2007;9
Bydel - Nørrebro;Før 1850;Antal bygninger;2008;9
Bydel - Nørrebro;Før 1850;Antal bygninger;2009;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2010;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2011;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2012;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2013;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2014;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2015;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2016;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2017;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2018;8
Bydel - Nørrebro;Før 1850;Antal bygninger;2019;20
Bydel - Nørrebro;Før 1850;Antal bygninger;2020;25
Bydel - Nørrebro;Før 1850;Antal bygninger;2021;35
Bydel - Nørrebro;Før 1850;Antal bygninger;2022;34
Bydel - Nørrebro;Før 1850;Antal bygninger;2023;34
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;1991;5
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;1992;5
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;1995;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;1996;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;1997;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2001;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2002;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2003;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2004;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2005;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2006;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2007;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2008;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2009;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2010;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2011;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2012;6
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2013;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2014;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2015;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2016;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2017;7
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2018;9
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2019;37
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2020;40
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2021;41
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2022;42
Bydel - Vesterbro/Kongens Enghave;Før 1850;Antal bygninger;2023;42
Bydel - Valby;Før 1850;Antal bygninger;1991;7
Bydel - Valby;Før 1850;Antal bygninger;1992;7
Bydel - Valby;Før 1850;Antal bygninger;1995;7
Bydel - Valby;Før 1850;Antal bygninger;1996;7
Bydel - Valby;Før 1850;Antal bygninger;1997;7
Bydel - Valby;Før 1850;Antal bygninger;2001;7
Bydel - Valby;Før 1850;Antal bygninger;2002;7
Bydel - Valby;Før 1850;Antal bygninger;2003;7
Bydel - Valby;Før 1850;Antal bygninger;2004;7
Bydel - Valby;Før 1850;Antal bygninger;2005;8
Bydel - Valby;Før 1850;Antal bygninger;2006;8
Bydel - Valby;Før 1850;Antal bygninger;2007;8
Bydel - Valby;Før 1850;Antal bygninger;2008;8
Bydel - Valby;Før 1850;Antal bygninger;2009;8
Bydel - Valby;Før 1850;Antal bygninger;2010;8
Bydel - Valby;Før 1850;Antal bygninger;2011;8
Bydel - Valby;Før 1850;Antal bygninger;2012;8
Bydel - Valby;Før 1850;Antal bygninger;2013;7
Bydel - Valby;Før 1850;Antal bygninger;2014;7
Bydel - Valby;Før 1850;Antal bygninger;2015;7
Bydel - Valby;Før 1850;Antal bygninger;2016;7
Bydel - Valby;Før 1850;Antal bygninger;2017;6
Bydel - Valby;Før 1850;Antal bygninger;2018;582
Bydel - Valby;Før 1850;Antal bygninger;2019;613
Bydel - Valby;Før 1850;Antal bygninger;2020;619
Bydel - Valby;Før 1850;Antal bygninger;2021;607
Bydel - Valby;Før 1850;Antal bygninger;2022;607
Bydel - Valby;Før 1850;Antal bygninger;2023;592
Bydel - Vanløse;Før 1850;Antal bygninger;1991;7
Bydel - Vanløse;Før 1850;Antal bygninger;1992;7
Bydel - Vanløse;Før 1850;Antal bygninger;1995;7
Bydel - Vanløse;Før 1850;Antal bygninger;1996;7
Bydel - Vanløse;Før 1850;Antal bygninger;1997;7
Bydel - Vanløse;Før 1850;Antal bygninger;2001;6
Bydel - Vanløse;Før 1850;Antal bygninger;2002;6
Bydel - Vanløse;Før 1850;Antal bygninger;2003;6
Bydel - Vanløse;Før 1850;Antal bygninger;2004;6
Bydel - Vanløse;Før 1850;Antal bygninger;2005;6
Bydel - Vanløse;Før 1850;Antal bygninger;2006;6
Bydel - Vanløse;Før 1850;Antal bygninger;2007;6
Bydel - Vanløse;Før 1850;Antal bygninger;2008;6
Bydel - Vanløse;Før 1850;Antal bygninger;2009;6
Bydel - Vanløse;Før 1850;Antal bygninger;2010;6
Bydel - Vanløse;Før 1850;Antal bygninger;2011;6
Bydel - Vanløse;Før 1850;Antal bygninger;2012;6
Bydel - Vanløse;Før 1850;Antal bygninger;2013;6
Bydel - Vanløse;Før 1850;Antal bygninger;2014;6
Bydel - Vanløse;Før 1850;Antal bygninger;2015;6
Bydel - Vanløse;Før 1850;Antal bygninger;2016;5
Bydel - Vanløse;Før 1850;Antal bygninger;2017;5
Bydel - Vanløse;Før 1850;Antal bygninger;2018;1321
Bydel - Vanløse;Før 1850;Antal bygninger;2019;1329
Bydel - Vanløse;Før 1850;Antal bygninger;2020;1317
Bydel - Vanløse;Før 1850;Antal bygninger;2021;1304
Bydel - Vanløse;Før 1850;Antal bygninger;2022;1294
Bydel - Vanløse;Før 1850;Antal bygninger;2023;1284
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;1991;2
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;1992;2
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;1995;2
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;1996;2
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;1997;2
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2001;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2002;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2003;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2004;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2005;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2006;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2007;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2008;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2009;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2010;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2011;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2012;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2013;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2014;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2015;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2016;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2017;4
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2018;1588
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2019;1585
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2020;1587
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2021;1572
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2022;1559
Bydel - Brønshøj-Husum;Før 1850;Antal bygninger;2023;1521
Bydel - Bispebjerg;Før 1850;Antal bygninger;1991;3
Bydel - Bispebjerg;Før 1850;Antal bygninger;1992;3
Bydel - Bispebjerg;Før 1850;Antal bygninger;1995;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;1996;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;1997;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2001;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2002;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2003;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2004;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2005;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2006;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2007;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2008;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2009;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2010;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2011;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2012;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2013;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2014;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2015;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2016;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2017;2
Bydel - Bispebjerg;Før 1850;Antal bygninger;2018;117
Bydel - Bispebjerg;Før 1850;Antal bygninger;2019;134
Bydel - Bispebjerg;Før 1850;Antal bygninger;2020;141
Bydel - Bispebjerg;Før 1850;Antal bygninger;2021;140
Bydel - Bispebjerg;Før 1850;Antal bygninger;2022;162
Bydel - Bispebjerg;Før 1850;Antal bygninger;2023;163
Bydel - Amager Øst;Før 1850;Antal bygninger;1991;3
Bydel - Amager Øst;Før 1850;Antal bygninger;1992;3
Bydel - Amager Øst;Før 1850;Antal bygninger;1995;3
Bydel - Amager Øst;Før 1850;Antal bygninger;1996;3
Bydel - Amager Øst;Før 1850;Antal bygninger;1997;4
Bydel - Amager Øst;Før 1850;Antal bygninger;2001;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2002;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2003;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2004;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2005;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2006;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2007;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2008;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2009;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2010;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2011;3
Bydel - Amager Øst;Før 1850;Antal bygninger;2012;2
Bydel - Amager Øst;Før 1850;Antal bygninger;2013;2
Bydel - Amager Øst;Før 1850;Antal bygninger;2014;2
Bydel - Amager Øst;Før 1850;Antal bygninger;2015;2
Bydel - Amager Øst;Før 1850;Antal bygninger;2016;1
Bydel - Amager Øst;Før 1850;Antal bygninger;2017;1
Bydel - Amager Øst;Før 1850;Antal bygninger;2018;330
Bydel - Amager Øst;Før 1850;Antal bygninger;2019;332
Bydel - Amager Øst;Før 1850;Antal bygninger;2020;341
Bydel - Amager Øst;Før 1850;Antal bygninger;2021;355
Bydel - Amager Øst;Før 1850;Antal bygninger;2022;349
Bydel - Amager Øst;Før 1850;Antal bygninger;2023;351
Bydel - Amager Vest;Før 1850;Antal bygninger;1991;2
Bydel - Amager Vest;Før 1850;Antal bygninger;1992;2
Bydel - Amager Vest;Før 1850;Antal bygninger;1995;2
Bydel - Amager Vest;Før 1850;Antal bygninger;1996;4
Bydel - Amager Vest;Før 1850;Antal bygninger;1997;4
Bydel - Amager Vest;Før 1850;Antal bygninger;2001;4
Bydel - Amager Vest;Før 1850;Antal bygninger;2002;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2003;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2004;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2005;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2006;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2007;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2008;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2009;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2010;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2011;5
Bydel - Amager Vest;Før 1850;Antal bygninger;2012;4
Bydel - Amager Vest;Før 1850;Antal bygninger;2013;2
Bydel - Amager Vest;Før 1850;Antal bygninger;2014;2
Bydel - Amager Vest;Før 1850;Antal bygninger;2015;2
Bydel - Amager Vest;Før 1850;Antal bygninger;2016;2
Bydel - Amager Vest;Før 1850;Antal bygninger;2017;2
Bydel - Amager Vest;Før 1850;Antal bygninger;2018;358
Bydel - Amager Vest;Før 1850;Antal bygninger;2019;367
Bydel - Amager Vest;Før 1850;Antal bygninger;2020;374
Bydel - Amager Vest;Før 1850;Antal bygninger;2021;372
Bydel - Amager Vest;Før 1850;Antal bygninger;2022;391
Bydel - Amager Vest;Før 1850;Antal bygninger;2023;401
Bydel - Uden for inddeling;Før 1850;Antal bygninger;1991;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;1992;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;1995;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;1996;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;1997;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2001;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2002;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2003;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2004;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2005;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2006;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2007;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2008;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2009;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2010;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2011;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2012;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2013;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2014;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2015;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2016;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2017;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2018;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2019;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2020;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2021;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2022;0
Bydel - Uden for inddeling;Før 1850;Antal bygninger;2023;0
Lokaludvalg - Indre By;Før 1850;Antal bygninger;1991;1399
Lokaludvalg - Indre By;Før 1850;Antal bygninger;1992;1400
Lokaludvalg - Indre By;Før 1850;Antal bygninger;1995;1400
Lokaludvalg - Indre By;Før 1850;Antal bygninger;1996;1393
Lokaludvalg - Indre By;Før 1850;Antal bygninger;1997;1392
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2001;1396
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2002;1395
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2003;1379
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2004;1377
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2005;1375
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2006;1373
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2007;1373
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2008;1370
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2009;1372
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2010;1371
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2011;1375
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2012;1299
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2013;1343
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2014;1387
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2015;1398
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2016;1388
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2017;1396
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2018;1392
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2019;1395
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2020;1402
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2021;1407
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2022;1406
Lokaludvalg - Indre By;Før 1850;Antal bygninger;2023;1407
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;1991;210
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;1992;210
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;1995;212
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;1996;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;1997;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2001;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2002;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2003;212
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2004;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2005;211
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2006;227
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2007;226
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2008;245
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2009;245
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2010;245
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2011;245
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2012;226
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2013;230
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2014;243
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2015;243
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2016;243
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2017;245
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2018;236
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2019;238
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2020;238
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2021;235
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2022;235
Lokaludvalg - Christianshavn;Før 1850;Antal bygninger;2023;235
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;1991;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;1992;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;1995;2
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;1996;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;1997;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2001;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2002;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2003;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2004;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2005;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2006;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2007;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2008;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2009;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2010;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2011;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2012;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2013;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2014;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2015;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2016;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2017;3
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2018;101
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2019;111
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2020;112
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2021;115
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2022;115
Lokaludvalg - Østerbro;Før 1850;Antal bygninger;2023;115
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;1991;12
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;1992;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;1995;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;1996;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;1997;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2001;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2002;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2003;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2004;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2005;10
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2006;9
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2007;9
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2008;9
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2009;8
Lokaludvalg - Nørrebro;Før 1850;Antal bygninger;2010;8
