OMRKK;OPFØRELSESÅR;ENHED;TID;INDHOLD
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2015;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2016;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2017;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2018;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2019;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2020;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2021;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2022;0
Afstemning - 9. Sydhavn;1850-1899;Antal bygninger;2023;0
Indre By - Middelalderbyen;1850-1899;Antal bygninger;1991;335
Indre By - Middelalderbyen;1850-1899;Antal bygninger;1992;334
Indre By - Middelalderbyen;1850-1899;Antal bygninger;1995;330
Indre By - Middelalderbyen;1850-1899;Antal bygninger;1996;328
Indre By - Middelalderbyen;1850-1899;Antal bygninger;1997;327
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2001;318
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2002;317
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2003;317
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2004;315
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2005;312
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2006;311
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2007;297
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2008;298
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2009;298
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2010;297
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2011;296
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2012;296
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2013;295
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2014;293
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2015;292
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2016;290
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2017;289
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2018;286
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2019;286
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2020;286
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2021;287
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2022;287
Indre By - Middelalderbyen;1850-1899;Antal bygninger;2023;287
Indre By - Metropolzonen;1850-1899;Antal bygninger;1991;64
Indre By - Metropolzonen;1850-1899;Antal bygninger;1992;64
Indre By - Metropolzonen;1850-1899;Antal bygninger;1995;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;1996;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;1997;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;2001;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;2002;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;2003;66
Indre By - Metropolzonen;1850-1899;Antal bygninger;2004;65
Indre By - Metropolzonen;1850-1899;Antal bygninger;2005;64
Indre By - Metropolzonen;1850-1899;Antal bygninger;2006;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2007;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2008;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2009;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2010;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2011;61
Indre By - Metropolzonen;1850-1899;Antal bygninger;2012;62
Indre By - Metropolzonen;1850-1899;Antal bygninger;2013;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2014;62
Indre By - Metropolzonen;1850-1899;Antal bygninger;2015;62
Indre By - Metropolzonen;1850-1899;Antal bygninger;2016;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2017;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2018;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2019;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2020;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2021;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2022;63
Indre By - Metropolzonen;1850-1899;Antal bygninger;2023;63
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;1991;249
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;1992;248
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;1995;248
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;1996;247
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;1997;247
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2001;243
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2002;243
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2003;241
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2004;240
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2005;219
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2006;219
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2007;218
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2008;218
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2009;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2010;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2011;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2012;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2013;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2014;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2015;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2016;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2017;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2018;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2019;216
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2020;215
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2021;215
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2022;214
Indre By - Nansensgade-kvarteret;1850-1899;Antal bygninger;2023;214
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;1991;897
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;1992;894
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;1995;889
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;1996;889
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;1997;889
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2001;887
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2002;887
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2003;886
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2004;887
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2005;879
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2006;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2007;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2008;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2009;874
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2010;874
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2011;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2012;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2013;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2014;872
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2015;871
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2016;873
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2017;876
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2018;876
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2019;872
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2020;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2021;874
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2022;875
Indre By - Øster Farimagsgade-kvarteret;1850-1899;Antal bygninger;2023;875
Indre By - Østerport;1850-1899;Antal bygninger;1991;76
Indre By - Østerport;1850-1899;Antal bygninger;1992;76
Indre By - Østerport;1850-1899;Antal bygninger;1995;81
Indre By - Østerport;1850-1899;Antal bygninger;1996;80
Indre By - Østerport;1850-1899;Antal bygninger;1997;80
Indre By - Østerport;1850-1899;Antal bygninger;2001;81
Indre By - Østerport;1850-1899;Antal bygninger;2002;81
Indre By - Østerport;1850-1899;Antal bygninger;2003;81
Indre By - Østerport;1850-1899;Antal bygninger;2004;81
Indre By - Østerport;1850-1899;Antal bygninger;2005;80
Indre By - Østerport;1850-1899;Antal bygninger;2006;79
Indre By - Østerport;1850-1899;Antal bygninger;2007;79
Indre By - Østerport;1850-1899;Antal bygninger;2008;79
Indre By - Østerport;1850-1899;Antal bygninger;2009;79
Indre By - Østerport;1850-1899;Antal bygninger;2010;79
Indre By - Østerport;1850-1899;Antal bygninger;2011;79
Indre By - Østerport;1850-1899;Antal bygninger;2012;76
Indre By - Østerport;1850-1899;Antal bygninger;2013;76
Indre By - Østerport;1850-1899;Antal bygninger;2014;79
Indre By - Østerport;1850-1899;Antal bygninger;2015;79
Indre By - Østerport;1850-1899;Antal bygninger;2016;79
Indre By - Østerport;1850-1899;Antal bygninger;2017;79
Indre By - Østerport;1850-1899;Antal bygninger;2018;76
Indre By - Østerport;1850-1899;Antal bygninger;2019;76
Indre By - Østerport;1850-1899;Antal bygninger;2020;76
Indre By - Østerport;1850-1899;Antal bygninger;2021;77
Indre By - Østerport;1850-1899;Antal bygninger;2022;77
Indre By - Østerport;1850-1899;Antal bygninger;2023;76
Indre By - Frederiksstaden;1850-1899;Antal bygninger;1991;330
Indre By - Frederiksstaden;1850-1899;Antal bygninger;1992;327
Indre By - Frederiksstaden;1850-1899;Antal bygninger;1995;330
Indre By - Frederiksstaden;1850-1899;Antal bygninger;1996;329
Indre By - Frederiksstaden;1850-1899;Antal bygninger;1997;323
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2001;323
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2002;323
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2003;325
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2004;325
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2005;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2006;325
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2007;319
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2008;317
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2009;316
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2010;316
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2011;315
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2012;313
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2013;316
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2014;312
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2015;313
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2016;321
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2017;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2018;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2019;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2020;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2021;326
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2022;327
Indre By - Frederiksstaden;1850-1899;Antal bygninger;2023;327
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;1991;150
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;1992;150
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;1995;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;1996;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;1997;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2001;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2002;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2003;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2004;154
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2005;154
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2006;153
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2007;153
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2008;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2009;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2010;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2011;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2012;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2013;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2014;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2015;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2016;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2017;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2018;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2019;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2020;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2021;151
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2022;152
Indre By - Gammelholm og Nyhavn;1850-1899;Antal bygninger;2023;152
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;1991;30
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;1992;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;1995;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;1996;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;1997;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2001;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2002;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2003;25
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2004;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2005;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2006;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2007;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2008;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2009;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2010;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2011;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2012;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2013;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2014;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2015;27
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2016;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2017;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2018;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2019;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2020;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2021;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2022;26
Christianshavn - Neden Vandet;1850-1899;Antal bygninger;2023;26
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;1991;57
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;1992;61
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;1995;64
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;1996;63
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;1997;62
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2001;61
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2002;63
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2003;60
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2004;61
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2005;60
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2006;119
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2007;118
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2008;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2009;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2010;115
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2011;115
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2012;115
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2013;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2014;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2015;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2016;117
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2017;119
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2018;119
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2019;119
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2020;118
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2021;118
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2022;118
Christianshavn - Oven Vandet;1850-1899;Antal bygninger;2023;118
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;1991;58
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;1992;57
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;1995;55
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;1996;55
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;1997;50
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2001;53
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2002;64
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2003;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2004;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2005;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2006;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2007;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2008;60
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2009;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2010;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2011;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2012;51
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2013;51
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2014;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2015;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2016;57
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2017;59
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2018;54
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2019;54
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2020;54
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2021;53
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2022;53
Christianshavn - Holmen og Refshaleøen;1850-1899;Antal bygninger;2023;53
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;1991;297
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;1992;297
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;1995;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;1996;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;1997;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2001;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2002;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2003;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2004;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2005;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2006;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2007;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2008;299
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2009;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2010;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2011;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2012;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2013;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2014;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2015;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2016;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2017;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2018;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2019;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2020;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2021;298
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2022;297
Østerbro - Nord/Komponistkvarteret;1850-1899;Antal bygninger;2023;297
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;1991;55
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;1992;54
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;1995;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;1996;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;1997;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2001;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2002;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2003;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2004;48
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2005;47
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2006;44
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2007;43
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2008;43
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2009;43
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2010;43
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2011;43
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2012;44
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2013;42
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2014;42
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2015;41
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2016;41
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2017;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2018;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2019;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2020;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2021;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2022;40
Østerbro - Svanemøllen Syd/Øst;1850-1899;Antal bygninger;2023;40
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;1991;68
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;1992;69
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;1995;70
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;1996;68
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;1997;68
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2001;67
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2002;60
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2003;60
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2004;60
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2005;60
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2006;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2007;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2008;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2009;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2010;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2011;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2012;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2013;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2014;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2015;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2016;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2017;57
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2018;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2019;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2020;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2021;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2022;56
Østerbro - Århusgade Nord;1850-1899;Antal bygninger;2023;56
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;1991;154
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;1992;157
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;1995;150
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;1996;149
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;1997;147
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2001;145
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2002;145
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2003;143
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2004;143
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2005;141
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2006;140
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2007;140
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2008;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2009;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2010;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2011;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2012;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2013;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2014;139
Østerbro - Århusgade Syd;1850-1899;Antal bygninger;2015;139
